store_id,item_id,cluster,cluster_label,average_demand,demand_variability,coefficient_of_variation,forecast_error,absolute_forecast_error,forecast_demand,recommended_stock
store_32,item_18,1,Permintaan Tinggi,27.95,6.34,0.2267,3.26,4.08,24.69,45
store_32,item_19,1,Permintaan Tinggi,29.13,7.37,0.2531,3.54,4.11,25.59,45
store_32,item_2,0,Permintaan Rendah,18.0,5.17,0.2875,-4.29,4.79,22.29,42
store_32,item_20,1,Permintaan Tinggi,31.23,8.13,0.2603,6.7,6.89,24.53,44
store_32,item_21,0,Permintaan Rendah,11.69,4.08,0.3486,-14.62,14.62,26.31,46
store_32,item_22,0,Permintaan Rendah,19.01,5.82,0.3063,-3.32,3.7,22.33,42
store_32,item_23,1,Permintaan Tinggi,34.49,8.74,0.2534,9.18,9.24,25.31,45
store_32,item_24,0,Permintaan Rendah,12.32,4.19,0.3404,-9.62,9.62,21.94,42
store_32,item_25,1,Permintaan Tinggi,33.89,9.34,0.2757,8.69,8.71,25.2,45
store_32,item_26,1,Permintaan Tinggi,26.59,6.95,0.2613,-0.39,2.64,26.99,47
store_32,item_27,0,Permintaan Rendah,18.17,5.08,0.2795,-4.22,4.45,22.39,42
store_32,item_28,0,Permintaan Rendah,10.98,3.73,0.3394,-14.38,14.38,25.36,45
store_32,item_29,0,Permintaan Rendah,17.44,4.98,0.2854,-3.36,3.71,20.8,41
store_32,item_3,0,Permintaan Rendah,19.82,5.16,0.2603,0.5,2.75,19.31,39
store_32,item_30,0,Permintaan Rendah,17.91,5.21,0.2908,-5.33,5.46,23.25,43
store_32,item_31,1,Permintaan Tinggi,29.6,8.01,0.2705,5.79,5.89,23.81,44
store_32,item_32,1,Permintaan Tinggi,26.78,6.74,0.2517,-0.09,2.54,26.87,47
store_32,item_33,1,Permintaan Tinggi,33.52,9.17,0.2736,9.24,9.26,24.27,44
store_32,item_34,1,Permintaan Tinggi,33.68,8.28,0.2458,9.06,9.08,24.62,44
store_32,item_35,0,Permintaan Rendah,22.05,6.57,0.2979,0.59,2.88,21.46,41
store_32,item_36,0,Permintaan Rendah,12.79,4.06,0.3177,-9.25,9.28,22.04,42
store_32,item_37,1,Permintaan Tinggi,28.18,6.95,0.2467,4.59,4.86,23.59,43
store_32,item_38,1,Permintaan Tinggi,29.79,7.93,0.2662,4.35,4.63,25.45,45
store_32,item_39,0,Permintaan Rendah,24.67,6.55,0.2655,3.87,4.13,20.8,41
store_32,item_4,0,Permintaan Rendah,16.65,4.58,0.275,-9.08,9.08,25.73,46
store_32,item_40,1,Permintaan Tinggi,30.49,8.78,0.288,5.49,5.78,25.0,45
store_32,item_41,0,Permintaan Rendah,22.76,6.16,0.2708,0.43,2.61,22.33,42
store_32,item_42,0,Permintaan Rendah,23.22,6.39,0.275,-0.58,2.44,23.8,44
store_32,item_43,0,Permintaan Rendah,21.34,6.06,0.2841,-3.61,4.04,24.95,45
store_32,item_44,0,Permintaan Rendah,10.15,3.63,0.3573,-13.9,13.9,24.05,44
store_32,item_45,0,Permintaan Rendah,25.58,7.07,0.2766,0.32,2.48,25.26,45
store_32,item_46,0,Permintaan Rendah,12.03,3.84,0.3192,-11.22,11.22,23.26,43
store_32,item_47,1,Permintaan Tinggi,33.98,7.52,0.2214,13.5,13.5,20.48,40
store_32,item_48,0,Permintaan Rendah,11.88,4.5,0.379,-13.35,13.35,25.23,45
store_32,item_49,0,Permintaan Rendah,14.61,4.11,0.2816,-8.72,8.73,23.33,43
store_32,item_5,1,Permintaan Tinggi,31.79,8.43,0.2652,7.54,7.55,24.24,44
store_32,item_50,0,Permintaan Rendah,10.27,3.51,0.342,-10.82,10.82,21.09,41
store_32,item_6,0,Permintaan Rendah,18.61,5.32,0.286,-4.12,4.53,22.73,43
store_32,item_7,0,Permintaan Rendah,16.4,4.65,0.2833,-6.86,6.93,23.26,43
store_32,item_8,0,Permintaan Rendah,23.61,5.68,0.2406,1.27,2.69,22.35,42
store_32,item_9,0,Permintaan Rendah,12.65,4.55,0.3597,-12.3,12.3,24.95,45
store_33,item_1,1,Permintaan Tinggi,46.07,11.24,0.244,20.92,20.92,25.15,45
store_33,item_10,1,Permintaan Tinggi,40.29,9.26,0.2298,17.12,17.12,23.17,43
store_33,item_11,0,Permintaan Rendah,14.4,4.81,0.3341,-8.08,8.14,22.48,42
store_33,item_12,1,Permintaan Tinggi,39.64,9.95,0.251,9.05,9.06,30.59,50
store_33,item_13,1,Permintaan Tinggi,46.4,10.62,0.2289,20.58,20.58,25.83,46
store_33,item_14,1,Permintaan Tinggi,38.72,10.08,0.2602,14.72,14.72,24.01,44
store_33,item_15,0,Permintaan Rendah,18.56,4.88,0.2632,-7.86,7.86,26.42,46
store_33,item_16,0,Permintaan Rendah,11.99,3.78,0.3155,-11.69,11.69,23.68,44
store_33,item_17,1,Permintaan Tinggi,41.08,11.05,0.2691,15.08,15.08,26.0,46
store_33,item_18,1,Permintaan Tinggi,37.86,10.68,0.2821,12.09,12.09,25.77,46
store_33,item_19,1,Permintaan Tinggi,37.66,9.82,0.2608,15.78,15.78,21.88,42
store_33,item_2,0,Permintaan Rendah,22.91,5.61,0.2447,-2.5,3.44,25.41,45
store_33,item_20,1,Permintaan Tinggi,38.9,9.54,0.2452,15.25,15.25,23.64,43
store_33,item_21,0,Permintaan Rendah,14.36,4.49,0.3126,-8.22,8.23,22.58,42
store_33,item_22,0,Permintaan Rendah,24.36,6.24,0.256,2.27,3.28,22.09,42
store_33,item_23,1,Permintaan Tinggi,44.91,10.48,0.2334,16.77,16.77,28.14,48
store_33,item_24,0,Permintaan Rendah,15.85,5.51,0.3475,-6.26,6.4,22.12,42
store_33,item_25,1,Permintaan Tinggi,42.22,10.02,0.2374,16.71,16.71,25.51,45
store_33,item_26,1,Permintaan Tinggi,33.9,8.68,0.2562,10.39,10.39,23.52,43
store_33,item_27,0,Permintaan Rendah,23.2,6.41,0.2763,-1.56,2.81,24.75,45
store_33,item_28,0,Permintaan Rendah,13.52,4.34,0.3208,-11.56,11.56,25.07,45
store_33,item_29,0,Permintaan Rendah,23.05,6.36,0.2758,-3.03,3.8,26.08,46
store_33,item_3,0,Permintaan Rendah,25.02,6.68,0.2671,2.08,3.17,22.93,43
store_33,item_30,0,Permintaan Rendah,22.62,5.74,0.2539,0.48,2.35,22.14,42
store_33,item_31,1,Permintaan Tinggi,37.16,9.94,0.2676,13.05,13.05,24.11,44
store_33,item_32,1,Permintaan Tinggi,34.42,8.52,0.2475,10.91,10.91,23.51,43
store_33,item_33,1,Permintaan Tinggi,42.84,10.46,0.2442,20.45,20.45,22.39,42
store_33,item_34,1,Permintaan Tinggi,42.29,9.6,0.2269,19.51,19.51,22.79,43
store_33,item_35,1,Permintaan Tinggi,28.62,7.94,0.2776,5.61,5.79,23.01,43
store_33,item_36,0,Permintaan Rendah,15.85,5.04,0.318,-4.08,4.48,19.93,40
store_33,item_37,1,Permintaan Tinggi,36.6,8.85,0.2418,13.51,13.51,23.09,43
store_33,item_38,1,Permintaan Tinggi,38.18,9.13,0.2392,13.44,13.44,24.74,45
store_33,item_39,1,Permintaan Tinggi,31.38,8.35,0.2661,9.0,9.0,22.38,42
store_33,item_4,0,Permintaan Rendah,20.47,5.78,0.2825,0.01,2.41,20.46,40
store_33,item_40,1,Permintaan Tinggi,39.07,9.88,0.2529,16.96,16.96,22.11,42
store_33,item_41,1,Permintaan Tinggi,28.8,7.18,0.2493,2.27,3.25,26.53,46
store_33,item_42,1,Permintaan Tinggi,31.04,8.48,0.2733,8.51,8.52,22.53,42
store_33,item_43,0,Permintaan Rendah,26.77,7.34,0.2741,4.44,4.67,22.33,42
store_33,item_44,0,Permintaan Rendah,12.32,4.36,0.3538,-11.32,11.32,23.63,43
store_33,item_45,1,Permintaan Tinggi,33.01,7.99,0.2419,9.67,9.67,23.34,43
store_33,item_46,0,Permintaan Rendah,15.47,4.75,0.3071,-0.56,2.88,16.03,36
store_33,item_47,1,Permintaan Tinggi,44.37,10.88,0.2452,21.4,21.4,22.97,43
store_33,item_48,0,Permintaan Rendah,14.99,4.42,0.2948,-6.65,6.68,21.64,41
store_33,item_49,0,Permintaan Rendah,18.52,5.26,0.2843,-4.32,4.49,22.84,43
store_33,item_5,1,Permintaan Tinggi,41.34,10.61,0.2567,21.17,21.17,20.16,40
store_33,item_50,0,Permintaan Rendah,12.94,4.47,0.3457,-8.81,8.83,21.75,42
store_33,item_6,0,Permintaan Rendah,24.11,6.0,0.2489,-1.03,2.96,25.14,45
store_33,item_7,0,Permintaan Rendah,21.35,5.95,0.2788,-3.59,3.89,24.95,45
store_33,item_8,1,Permintaan Tinggi,31.08,8.08,0.2599,6.18,6.26,24.91,45
store_33,item_9,0,Permintaan Rendah,17.14,5.0,0.2915,-4.27,4.54,21.41,41
store_34,item_1,1,Permintaan Tinggi,44.01,11.66,0.2649,20.31,20.31,23.7,44
store_34,item_10,1,Permintaan Tinggi,38.88,8.7,0.2237,13.59,13.59,25.29,45
store_34,item_11,0,Permintaan Rendah,14.12,4.95,0.3506,-3.57,4.0,17.69,38
store_34,item_12,1,Permintaan Tinggi,37.82,9.99,0.2641,13.09,13.09,24.72,45
store_34,item_13,1,Permintaan Tinggi,44.93,11.12,0.2475,19.06,19.06,25.88,46
store_34,item_14,1,Permintaan Tinggi,37.13,9.16,0.2466,13.27,13.27,23.86,44
store_34,item_15,0,Permintaan Rendah,18.29,5.56,0.3041,-4.54,4.78,22.83,43
store_34,item_16,0,Permintaan Rendah,11.57,3.78,0.327,-13.12,13.12,24.69,45
store_34,item_17,1,Permintaan Tinggi,39.32,10.17,0.2586,17.7,17.7,21.62,41
store_34,item_18,1,Permintaan Tinggi,35.94,8.42,0.2342,11.47,11.48,24.47,44
store_34,item_19,1,Permintaan Tinggi,36.17,8.9,0.246,13.77,13.77,22.41,42
store_34,item_2,0,Permintaan Rendah,22.14,5.81,0.2623,0.8,2.6,21.33,41
store_34,item_20,1,Permintaan Tinggi,37.58,9.51,0.253,11.77,11.77,25.81,46
store_34,item_21,0,Permintaan Rendah,13.79,4.47,0.324,-10.92,10.92,24.72,45
store_34,item_22,0,Permintaan Rendah,23.87,6.62,0.2775,-0.96,2.8,24.83,45
store_34,item_23,1,Permintaan Tinggi,42.82,9.7,0.2266,23.3,23.3,19.53,39
store_34,item_24,0,Permintaan Rendah,15.27,4.76,0.312,-7.82,7.84,23.08,43
store_34,item_25,1,Permintaan Tinggi,40.74,9.7,0.2382,17.19,17.19,23.55,43
store_34,item_26,1,Permintaan Tinggi,32.51,8.1,0.2492,9.78,9.78,22.73,43
store_34,item_27,0,Permintaan Rendah,22.89,6.67,0.2915,0.3,2.52,22.59,42
store_34,item_28,0,Permintaan Rendah,13.46,4.53,0.3368,-9.75,9.75,23.21,43
store_34,item_29,0,Permintaan Rendah,21.76,5.87,0.2698,-1.45,3.05,23.21,43
store_34,item_3,0,Permintaan Rendah,24.36,6.57,0.2699,-0.12,2.83,24.48,44
store_34,item_30,0,Permintaan Rendah,21.69,5.4,0.249,-3.56,3.87,25.25,45
store_34,item_31,1,Permintaan Tinggi,35.86,8.33,0.2323,13.45,13.45,22.41,42
store_34,item_32,1,Permintaan Tinggi,33.4,9.38,0.2807,6.25,6.41,27.14,47
store_34,item_33,1,Permintaan Tinggi,41.32,9.39,0.2272,17.26,17.26,24.06,44
store_34,item_34,1,Permintaan Tinggi,41.52,9.96,0.2398,19.24,19.24,22.28,42
store_34,item_35,0,Permintaan Rendah,27.44,6.62,0.2413,5.66,5.71,21.78,42
store_34,item_36,0,Permintaan Rendah,15.54,4.59,0.2954,-5.72,5.76,21.25,41
store_34,item_37,1,Permintaan Tinggi,35.73,9.37,0.2623,11.03,11.03,24.7,45
store_34,item_38,1,Permintaan Tinggi,36.9,9.66,0.2618,15.99,15.99,20.92,41
store_34,item_39,1,Permintaan Tinggi,30.41,7.65,0.2514,0.17,2.99,30.25,50
store_34,item_4,0,Permintaan Rendah,20.35,5.65,0.2778,-1.28,2.62,21.64,41
store_34,item_40,1,Permintaan Tinggi,37.2,8.96,0.2408,15.72,15.72,21.48,41
store_34,item_41,1,Permintaan Tinggi,28.81,6.73,0.2336,5.04,5.19,23.77,44
store_34,item_42,1,Permintaan Tinggi,29.23,7.88,0.2695,9.55,9.55,19.69,40
store_34,item_43,0,Permintaan Rendah,26.03,7.22,0.2774,6.25,6.39,19.78,40
store_34,item_44,0,Permintaan Rendah,11.8,3.79,0.3212,-11.66,11.66,23.46,43
store_34,item_45,1,Permintaan Tinggi,31.61,7.56,0.2392,5.05,5.25,26.56,46
store_34,item_46,0,Permintaan Rendah,14.83,4.47,0.3013,-11.3,11.3,26.14,46
store_34,item_47,1,Permintaan Tinggi,42.84,10.92,0.2548,20.01,20.01,22.83,43
store_34,item_48,0,Permintaan Rendah,14.57,4.44,0.3046,-4.13,4.43,18.7,39
store_34,item_49,0,Permintaan Rendah,17.98,5.25,0.2918,-2.16,2.97,20.15,40
store_34,item_5,1,Permintaan Tinggi,39.72,9.96,0.2508,14.69,14.69,25.03,45
store_34,item_50,0,Permintaan Rendah,12.65,3.99,0.3155,-9.76,9.76,22.41,42
store_34,item_6,0,Permintaan Rendah,23.68,6.72,0.2837,2.26,3.37,21.42,41
store_34,item_7,0,Permintaan Rendah,20.13,5.38,0.2674,-2.4,3.43,22.53,42
store_34,item_8,1,Permintaan Tinggi,29.74,7.6,0.2555,4.68,4.91,25.06,45
store_34,item_9,0,Permintaan Rendah,16.73,5.53,0.3303,-9.07,9.07,25.79,46
store_35,item_1,1,Permintaan Tinggi,41.91,10.58,0.2526,18.19,18.19,23.71,44
store_35,item_10,1,Permintaan Tinggi,37.02,10.03,0.271,12.38,12.38,24.65,45
store_35,item_11,0,Permintaan Rendah,12.73,4.44,0.3488,-8.76,8.76,21.49,41
store_35,item_12,1,Permintaan Tinggi,34.91,8.26,0.2367,13.7,13.7,21.22,41
store_35,item_13,1,Permintaan Tinggi,42.16,9.7,0.23,16.54,16.54,25.62,45
store_35,item_14,1,Permintaan Tinggi,35.71,8.5,0.2381,8.52,8.52,27.2,47
store_35,item_15,0,Permintaan Rendah,17.24,4.97,0.288,-4.84,5.09,22.08,42
store_35,item_16,0,Permintaan Rendah,10.47,3.9,0.3727,-10.91,10.91,21.38,41
store_35,item_17,1,Permintaan Tinggi,37.03,9.09,0.2456,15.58,15.58,21.44,41
store_35,item_18,1,Permintaan Tinggi,33.12,8.07,0.2436,9.24,9.3,23.88,44
store_35,item_19,1,Permintaan Tinggi,33.84,8.25,0.2439,12.21,12.21,21.63,41
store_35,item_2,0,Permintaan Rendah,20.45,5.19,0.2538,2.12,3.28,18.32,38
store_35,item_20,1,Permintaan Tinggi,34.95,8.61,0.2464,11.18,11.22,23.76,44
store_35,item_21,0,Permintaan Rendah,12.91,4.1,0.3172,-3.94,4.6,16.86,37
store_35,item_22,0,Permintaan Rendah,22.07,6.12,0.2771,-1.08,2.58,23.15,43
store_35,item_23,1,Permintaan Tinggi,40.4,10.25,0.2537,17.01,17.01,23.38,43
store_35,item_24,0,Permintaan Rendah,14.38,4.86,0.3381,-11.53,11.53,25.91,46
store_35,item_25,1,Permintaan Tinggi,38.47,9.63,0.2502,15.09,15.09,23.38,43
store_35,item_26,1,Permintaan Tinggi,30.38,7.26,0.2389,8.99,8.99,21.39,41
store_35,item_27,0,Permintaan Rendah,21.03,5.63,0.2678,-1.69,2.96,22.72,43
store_35,item_28,0,Permintaan Rendah,12.45,4.0,0.3215,-12.15,12.15,24.59,44
store_35,item_29,0,Permintaan Rendah,20.65,5.55,0.2688,-0.72,2.44,21.37,41
store_35,item_3,0,Permintaan Rendah,22.71,6.09,0.2683,-1.59,2.92,24.3,44
store_35,item_30,0,Permintaan Rendah,21.06,5.9,0.28,1.91,3.04,19.15,39
store_35,item_31,1,Permintaan Tinggi,34.29,8.98,0.2617,10.86,10.86,23.43,43
store_35,item_32,1,Permintaan Tinggi,31.55,8.47,0.2683,8.3,8.3,23.25,43
store_35,item_33,1,Permintaan Tinggi,39.15,10.14,0.259,16.54,16.54,22.61,42
store_35,item_34,1,Permintaan Tinggi,39.03,9.75,0.2497,13.19,13.19,25.84,46
store_35,item_35,0,Permintaan Rendah,25.65,6.82,0.2659,2.0,3.1,23.65,44
store_35,item_36,0,Permintaan Rendah,14.85,4.24,0.2855,-6.09,6.12,20.94,41
store_35,item_37,1,Permintaan Tinggi,33.66,8.49,0.2522,10.46,10.46,23.2,43
store_35,item_38,1,Permintaan Tinggi,35.16,8.67,0.2465,11.32,11.32,23.84,44
store_35,item_39,1,Permintaan Tinggi,27.98,6.53,0.2336,2.63,3.43,25.35,45
store_35,item_4,0,Permintaan Rendah,19.45,5.61,0.2885,-7.59,7.6,27.04,47
store_35,item_40,1,Permintaan Tinggi,34.56,8.46,0.2448,7.71,7.76,26.85,47
store_35,item_41,0,Permintaan Rendah,26.4,7.09,0.2686,5.75,5.87,20.65,41
store_35,item_42,0,Permintaan Rendah,27.08,6.08,0.2245,4.76,4.93,22.31,42
store_35,item_43,0,Permintaan Rendah,24.01,6.21,0.2585,0.38,2.58,23.63,43
store_35,item_44,0,Permintaan Rendah,11.49,3.6,0.3138,-8.76,8.77,20.25,40
store_35,item_45,1,Permintaan Tinggi,29.77,7.64,0.2565,7.3,7.33,22.47,42
store_35,item_46,0,Permintaan Rendah,14.38,4.47,0.3106,-7.66,7.72,22.04,42
store_35,item_47,1,Permintaan Tinggi,40.52,9.55,0.2356,19.16,19.16,21.36,41
store_35,item_48,0,Permintaan Rendah,13.41,4.52,0.3373,-5.59,5.9,19.0,39
store_35,item_49,0,Permintaan Rendah,16.92,4.52,0.2672,-4.15,4.61,21.08,41
store_35,item_5,1,Permintaan Tinggi,37.56,9.47,0.2521,11.82,11.82,25.74,46
store_35,item_50,0,Permintaan Rendah,11.91,4.21,0.3535,-12.6,12.6,24.52,44
store_35,item_6,0,Permintaan Rendah,22.3,5.99,0.2685,-4.04,4.23,26.35,46
store_35,item_7,0,Permintaan Rendah,19.82,5.99,0.302,-8.31,8.31,28.13,48
store_35,item_8,1,Permintaan Tinggi,27.76,6.77,0.2439,1.19,3.05,26.56,46
store_35,item_9,0,Permintaan Rendah,15.57,4.61,0.2958,-5.77,5.85,21.34,41
store_36,item_1,1,Permintaan Tinggi,35.99,8.06,0.224,12.54,12.54,23.45,43
store_36,item_10,1,Permintaan Tinggi,31.25,8.43,0.2698,8.09,8.1,23.16,43
store_36,item_11,0,Permintaan Rendah,11.39,4.37,0.3839,-10.17,10.2,21.56,41
store_36,item_12,1,Permintaan Tinggi,31.41,7.97,0.2537,5.65,5.83,25.75,46
store_36,item_13,1,Permintaan Tinggi,37.18,8.95,0.2407,11.34,11.34,25.84,46
store_36,item_14,1,Permintaan Tinggi,31.41,8.61,0.2739,12.02,12.02,19.39,39
store_36,item_15,0,Permintaan Rendah,14.92,4.75,0.3185,-4.5,4.87,19.42,39
store_36,item_16,0,Permintaan Rendah,9.56,3.85,0.4029,-15.42,15.42,24.98,45
store_36,item_17,1,Permintaan Tinggi,31.65,7.88,0.2491,7.93,7.99,23.72,44
store_36,item_18,1,Permintaan Tinggi,28.77,7.27,0.2525,5.76,5.91,23.01,43
store_36,item_19,1,Permintaan Tinggi,29.45,7.31,0.2483,2.75,3.66,26.69,47
store_36,item_2,0,Permintaan Rendah,18.18,5.46,0.3003,-3.75,4.13,21.93,42
store_36,item_20,1,Permintaan Tinggi,30.04,6.78,0.2258,4.94,5.11,25.11,45
store_36,item_21,0,Permintaan Rendah,11.11,3.8,0.3423,-10.32,10.33,21.44,41
store_36,item_22,0,Permintaan Rendah,19.01,4.99,0.2627,-2.32,3.26,21.33,41
store_36,item_23,1,Permintaan Tinggi,34.51,8.45,0.2448,9.6,9.6,24.91,45
store_36,item_24,0,Permintaan Rendah,12.71,4.18,0.3288,-7.05,7.07,19.75,40
store_36,item_25,1,Permintaan Tinggi,33.83,8.67,0.2563,7.49,7.64,26.35,46
store_36,item_26,0,Permintaan Rendah,26.39,6.92,0.2623,2.12,3.17,24.27,44
store_36,item_27,0,Permintaan Rendah,18.54,4.79,0.2583,-3.7,4.08,22.24,42
store_36,item_28,0,Permintaan Rendah,11.21,4.15,0.3703,-7.83,7.89,19.04,39
store_36,item_29,0,Permintaan Rendah,18.14,5.5,0.3029,-3.69,4.14,21.83,42
store_36,item_3,0,Permintaan Rendah,20.32,5.69,0.2802,-1.24,2.78,21.56,41
store_36,item_30,0,Permintaan Rendah,18.36,5.63,0.3066,-1.46,3.15,19.82,40
store_36,item_31,1,Permintaan Tinggi,29.29,7.41,0.253,7.74,7.75,21.55,41
store_36,item_32,0,Permintaan Rendah,26.85,6.4,0.2384,5.45,5.52,21.4,41
store_36,item_33,1,Permintaan Tinggi,33.62,7.55,0.2245,6.05,6.19,27.58,47
store_36,item_34,1,Permintaan Tinggi,33.97,8.8,0.2591,10.55,10.55,23.42,43
store_36,item_35,0,Permintaan Rendah,22.46,5.59,0.2487,-0.71,2.46,23.18,43
store_36,item_36,0,Permintaan Rendah,13.05,4.35,0.3329,-11.98,11.99,25.04,45
store_36,item_37,1,Permintaan Tinggi,29.18,7.31,0.2505,6.76,6.88,22.42,42
store_36,item_38,1,Permintaan Tinggi,29.9,7.13,0.2383,11.25,11.25,18.65,39
store_36,item_39,0,Permintaan Rendah,25.11,6.42,0.2556,2.53,3.31,22.59,42
store_36,item_4,0,Permintaan Rendah,16.51,5.16,0.3123,-8.14,8.16,24.65,45
store_36,item_40,1,Permintaan Tinggi,31.31,8.35,0.2667,3.73,4.2,27.58,47
store_36,item_41,0,Permintaan Rendah,23.4,6.56,0.2802,0.12,2.43,23.28,43
store_36,item_42,0,Permintaan Rendah,23.55,6.71,0.2847,-0.86,2.81,24.42,44
store_36,item_43,0,Permintaan Rendah,21.15,5.78,0.2733,-4.56,4.83,25.71,46
store_36,item_44,0,Permintaan Rendah,10.0,4.04,0.4045,-12.33,12.33,22.33,42
store_36,item_45,0,Permintaan Rendah,26.0,6.7,0.2577,4.73,4.93,21.27,41
store_36,item_46,0,Permintaan Rendah,11.72,4.54,0.3873,-10.83,10.84,22.56,42
store_36,item_47,1,Permintaan Tinggi,34.98,8.78,0.251,9.0,9.0,25.98,46
store_36,item_48,0,Permintaan Rendah,11.6,3.89,0.3351,-8.86,8.87,20.46,40
store_36,item_49,0,Permintaan Rendah,14.18,4.28,0.3014,-8.27,8.27,22.45,42
store_36,item_5,1,Permintaan Tinggi,32.0,7.69,0.2402,7.65,7.71,24.35,44
store_36,item_50,0,Permintaan Rendah,10.35,3.84,0.371,-11.84,11.84,22.18,42
store_36,item_6,0,Permintaan Rendah,19.34,5.29,0.2737,-2.31,3.51,21.66,42
store_36,item_7,0,Permintaan Rendah,17.01,5.04,0.2963,-7.35,7.36,24.36,44
store_36,item_8,0,Permintaan Rendah,24.49,6.52,0.2662,-3.4,3.92,27.89,48
store_36,item_9,0,Permintaan Rendah,12.96,4.43,0.3416,-11.14,11.16,24.11,44
store_37,item_1,1,Permintaan Tinggi,42.83,10.45,0.244,17.49,17.49,25.33,45
store_37,item_10,1,Permintaan Tinggi,36.93,8.72,0.236,10.67,10.7,26.26,46
store_37,item_11,0,Permintaan Rendah,13.73,4.45,0.3238,-5.77,6.2,19.5,39
store_37,item_12,1,Permintaan Tinggi,36.45,9.14,0.2508,11.15,11.15,25.3,45
store_37,item_13,1,Permintaan Tinggi,44.46,12.06,0.2713,20.82,20.82,23.63,43
store_37,item_14,1,Permintaan Tinggi,36.43,9.34,0.2565,15.27,15.27,21.15,41
store_37,item_15,0,Permintaan Rendah,17.44,5.16,0.2961,-9.32,9.32,26.76,47
store_37,item_16,0,Permintaan Rendah,11.02,3.91,0.3551,-10.58,10.58,21.6,41
store_37,item_17,1,Permintaan Tinggi,37.15,8.82,0.2373,10.91,10.91,26.23,46
store_37,item_18,1,Permintaan Tinggi,34.12,8.99,0.2635,13.07,13.07,21.05,41
store_37,item_19,1,Permintaan Tinggi,34.92,8.98,0.2572,14.09,14.09,20.83,41
store_37,item_2,0,Permintaan Rendah,21.42,5.95,0.2777,-0.3,2.71,21.72,42
store_37,item_20,1,Permintaan Tinggi,35.17,9.57,0.2721,13.04,13.04,22.13,42
store_37,item_21,0,Permintaan Rendah,13.39,4.25,0.3174,-8.39,8.44,21.79,42
store_37,item_22,0,Permintaan Rendah,22.73,6.24,0.2744,-0.26,2.6,22.99,43
store_37,item_23,1,Permintaan Tinggi,41.41,9.82,0.2371,15.75,15.75,25.66,46
store_37,item_24,0,Permintaan Rendah,14.52,4.81,0.331,-9.96,9.96,24.48,44
store_37,item_25,1,Permintaan Tinggi,38.9,8.68,0.2232,15.77,15.77,23.13,43
store_37,item_26,1,Permintaan Tinggi,31.25,8.02,0.2568,7.94,7.98,23.31,43
store_37,item_27,0,Permintaan Rendah,21.36,5.69,0.2661,-0.3,2.55,21.67,42
store_37,item_28,0,Permintaan Rendah,12.69,4.03,0.3174,-8.82,8.82,21.51,41
store_37,item_29,0,Permintaan Rendah,21.12,5.29,0.2504,2.3,3.3,18.83,39
store_37,item_3,0,Permintaan Rendah,23.82,6.29,0.2639,1.03,2.57,22.79,43
store_37,item_30,0,Permintaan Rendah,21.85,6.24,0.2856,-2.41,3.3,24.26,44
store_37,item_31,1,Permintaan Tinggi,35.43,9.78,0.2761,9.94,9.96,25.49,45
store_37,item_32,1,Permintaan Tinggi,31.77,8.22,0.2586,9.07,9.09,22.7,43
store_37,item_33,1,Permintaan Tinggi,39.8,9.42,0.2366,16.62,16.62,23.17,43
store_37,item_34,1,Permintaan Tinggi,39.52,9.1,0.2301,13.96,13.96,25.56,45
store_37,item_35,0,Permintaan Rendah,26.42,6.43,0.2434,4.67,4.94,21.75,42
store_37,item_36,0,Permintaan Rendah,14.47,4.26,0.2948,-8.31,8.32,22.78,43
store_37,item_37,1,Permintaan Tinggi,33.77,7.88,0.2333,10.12,10.12,23.66,44
store_37,item_38,1,Permintaan Tinggi,34.87,7.81,0.2241,8.83,8.83,26.04,46
store_37,item_39,1,Permintaan Tinggi,29.51,7.88,0.2671,8.94,8.94,20.56,40
store_37,item_4,0,Permintaan Rendah,20.18,5.86,0.2902,-4.76,4.98,24.94,45
store_37,item_40,1,Permintaan Tinggi,36.26,8.35,0.2303,12.92,12.92,23.33,43
store_37,item_41,0,Permintaan Rendah,27.72,7.33,0.2644,4.03,4.34,23.69,44
store_37,item_42,0,Permintaan Rendah,27.73,6.82,0.246,5.28,5.34,22.46,42
store_37,item_43,0,Permintaan Rendah,24.95,6.2,0.2485,-0.78,2.36,25.73,46
store_37,item_44,0,Permintaan Rendah,11.57,4.27,0.3686,-12.44,12.44,24.01,44
store_37,item_45,1,Permintaan Tinggi,30.53,7.6,0.249,5.7,5.91,24.82,45
store_37,item_46,0,Permintaan Rendah,14.87,4.72,0.3176,-6.02,6.09,20.89,41
store_37,item_47,1,Permintaan Tinggi,41.28,9.43,0.2286,12.7,12.71,28.57,48
store_37,item_48,0,Permintaan Rendah,13.74,4.29,0.3126,-5.32,5.53,19.05,39
store_37,item_49,0,Permintaan Rendah,17.21,5.2,0.3024,-4.61,4.77,21.81,42
store_37,item_5,1,Permintaan Tinggi,38.24,9.81,0.2565,14.42,14.42,23.83,44
store_37,item_50,0,Permintaan Rendah,12.47,3.66,0.2935,-6.41,6.56,18.89,39
store_37,item_6,0,Permintaan Rendah,23.24,6.45,0.2775,-2.34,3.31,25.59,45
store_37,item_7,0,Permintaan Rendah,19.89,5.14,0.2583,-0.96,2.57,20.85,41
store_37,item_8,1,Permintaan Tinggi,28.79,6.81,0.2365,7.59,7.62,21.21,41
store_37,item_9,0,Permintaan Rendah,15.54,4.6,0.2959,-8.85,8.86,24.39,44
